customer_id,First Month,Second Month,Third Month,Fourth Month,Fifth Month,Sixth Month
555,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
556,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
557,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
558,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
559,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
560,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
561,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
562,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
563,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
564,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
565,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
566,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
567,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
568,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
569,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
570,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
571,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
572,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
573,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
574,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
575,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
576,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
577,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
578,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
579,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
580,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
581,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
582,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
583,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
584,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
585,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
586,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
587,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
588,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
589,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
590,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
591,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
592,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
593,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
594,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
595,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
596,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
597,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
598,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
599,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
600,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
601,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
602,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
603,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
604,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
605,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
606,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
607,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
608,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
609,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
610,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
611,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
612,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
613,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
614,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
615,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
616,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
617,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
618,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
619,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
620,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
621,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
622,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
623,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
624,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
625,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
626,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
627,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
628,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
629,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
630,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
631,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
632,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
633,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
634,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
635,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
636,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
637,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
638,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
639,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
640,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
641,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
642,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
643,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
644,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
645,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
646,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
647,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
648,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
649,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
650,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
651,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
652,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
653,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
654,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
655,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
656,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
657,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
658,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
659,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
660,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
661,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
662,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
663,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
664,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
665,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
666,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
667,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
668,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
669,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
670,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
671,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
672,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
673,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
674,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
675,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
676,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
677,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
678,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
679,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
680,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
681,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
682,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
683,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
684,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
685,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
686,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
687,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
688,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
689,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
690,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
691,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
692,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
693,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
